"id","product_name","description","style","brand","created_at","updated_at","url","product_type","shipping_price","note","admin_id"
10315,"Grunge Tuxedo","Grunge Tuxedo is an amazing Tuxedo Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Grunge","Ileana Makri","2018-05-13 19:10:16","2018-11-15 11:05:52","","clothing",1396,"",39
10316,"Skateboarders Apron","Skateboarders Apron is an amazing Apron Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","Pull & Bear","2018-04-24 06:42:26","2018-08-04 22:43:55","","clothing",1364,"",26
10317,"Retro Jeans","Retro Jeans is an amazing Jeans Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","Oliver Peoples","2018-08-30 20:48:03","2019-02-25 00:13:26","","clothing",1145,"",28
10318,"Preppy Kimono","Preppy Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Preppy","Tamara Mellon","2019-01-13 22:34:47","2019-02-11 01:14:03","","clothing",1488,"",66
10319,"Girl next door Skirt","Girl next door Skirt is an amazing Skirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Chinese Laundry","2018-10-11 07:22:44","2018-11-30 18:04:18","","clothing",732,"",66
10320,"Girl next door Cap","Girl next door Cap is an amazing Cap Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Queen Bee","2018-08-10 04:16:49","2019-01-02 16:04:03","","clothing",1126,"",24
10321,"Rocker Chic Apron","Rocker Chic Apron is an amazing Apron Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Rocker Chic","Leg Avenue","2018-09-03 22:06:08","2018-10-22 20:57:47","","clothing",1496,"",64
10322,"Business Casual Skirt","Business Casual Skirt is an amazing Skirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Business Casual","Y / Project","2018-04-23 08:57:07","2018-06-18 15:53:36","","clothing",726,"",30
10323,"Evening Black Tie Shirt","Evening Black Tie Shirt is an amazing Shirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","Liquid Blue","2018-12-25 08:59:39","2019-01-27 05:24:16","","clothing",1210,"",47
10324,"Garconne look Stockings","Garconne look Stockings is an amazing Stockings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Garconne look","Swim Systems","2018-09-15 22:05:55","2019-01-19 13:21:51","","clothing",1363,"",23
10325,"Cowgirl Coat","Cowgirl Coat is an amazing Coat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cowgirl","Aquatalia","2018-07-11 00:23:00","2018-10-09 15:50:18","","clothing",1435,"",48
10326,"Casual Chic Gloves","Casual Chic Gloves is an amazing Gloves Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Casual Chic","Yumi Plus","2018-06-23 00:26:34","2018-08-25 07:07:19","","clothing",1317,"",56
10327,"Geeky chic Slippers","Geeky chic Slippers is an amazing Slippers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Geeky chic","La Made","2018-09-07 16:15:20","2018-10-25 15:42:56","","clothing",779,"",67
10328,"Girl next door Cardigan","Girl next door Cardigan is an amazing Cardigan Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Wandler","2019-01-08 00:19:35","2019-02-01 20:08:49","","clothing",971,"",49
10329,"Retro Earrings","Retro Earrings is an amazing Earrings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","Skin","2019-01-29 21:11:49","2019-02-21 00:09:04","","clothing",1052,"",47
10330,"Haute Couture Jumper","Haute Couture Jumper is an amazing Jumper Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Haute Couture","Underella by Ella Moss","2018-06-12 03:49:09","2018-07-20 08:59:00","","clothing",714,"",42
10331,"Sports Wear Ear muffs","Sports Wear Ear muffs is an amazing Ear muffs Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Sports Wear","S.L. Fashions","2019-02-16 10:32:56","2019-02-18 17:09:48","","clothing",963,"",26
10332,"Retro Quilted jacket","Retro Quilted jacket is an amazing Quilted jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","Sunsets","2019-02-21 12:38:53","2019-02-24 19:54:46","","clothing",709,"",45
10333,"Cowgirl Tie","Cowgirl Tie is an amazing Tie Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cowgirl","Thom Browne","2018-11-21 20:47:01","2019-01-13 23:35:03","","clothing",1116,"",69
10334,"Cosplay Cap","Cosplay Cap is an amazing Cap Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cosplay","","2018-12-25 10:22:20","2019-01-13 14:20:18","","clothing",1295,"",44
10335,"Modest Kimono","Modest Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Modest","Cosabella","2018-04-02 01:09:27","2019-01-09 18:37:35","","clothing",733,"",69
10336,"Casual Chic Life-jacket","Casual Chic Life-jacket is an amazing Life-jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Casual Chic","Orlebar Brown","2018-12-18 23:00:17","2019-01-25 20:05:42","","clothing",890,"",48
10337,"Scene Overalls","Scene Overalls is an amazing Overalls Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","Under Armour","2018-01-09 16:21:01","2018-05-12 18:40:49","","clothing",1095,"",46
10338,"Maternity Bracelet","Maternity Bracelet is an amazing Bracelet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Mara Hoffman","2018-09-29 12:44:13","2019-01-31 06:48:38","","clothing",759,"",38
10339,"Girl next door Hat","Girl next door Hat is an amazing Hat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","YESTADT MILLINERY","2018-10-12 08:45:40","2019-02-01 22:10:34","","clothing",1425,"",50
10340,"Artsy Lipstick","Artsy Lipstick is an amazing Lipstick Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Artsy","Haflinger","2018-12-18 08:33:21","2019-02-05 20:58:03","","clothing",919,"",26
10341,"Cowgirl Cardigan","Cowgirl Cardigan is an amazing Cardigan Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cowgirl","Maison Margiela","2019-02-27 11:27:40","2019-02-27 22:14:52","","clothing",1429,"",38
10342,"Hip Hop Cap","Hip Hop Cap is an amazing Cap Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Hip Hop","PJ Salvage","2018-09-22 00:17:47","2018-12-14 14:34:44","","clothing",1167,"",36
10343,"Boho/Bohemian chic Ring","Boho/Bohemian chic Ring is an amazing Ring Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Boho/Bohemian chic","Vilebrequin","2018-06-12 22:32:13","2018-09-10 13:04:49","","clothing",1389,"",49
10344,"Evening Black Tie Scarf","Evening Black Tie Scarf is an amazing Scarf Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","Opening Ceremony","2018-09-07 04:28:53","2019-02-15 08:12:47","","clothing",1281,"",61
10345,"Lagenlook Shoes","Lagenlook Shoes is an amazing Shoes Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Lagenlook","Dsquared2","2018-06-05 18:10:20","2018-06-14 16:28:10","","clothing",1170,"",34
10346,"Boho/Bohemian chic Dungarees","Boho/Bohemian chic Dungarees is an amazing Dungarees Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Boho/Bohemian chic","Aquatalia","2018-08-27 23:34:41","2019-02-07 03:49:42","","clothing",1498,"",37
10347,"Modest Dungarees","Modest Dungarees is an amazing Dungarees Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Modest","Capezio","2018-06-24 10:26:36","2018-09-06 01:54:13","","clothing",945,"",23
10348,"Skateboarders Quilted jacket","Skateboarders Quilted jacket is an amazing Quilted jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","Halston Heritage","2018-01-20 11:31:10","2018-06-25 08:25:42","","clothing",1109,"",38
10349,"Boho/Bohemian chic Vest","Boho/Bohemian chic Vest is an amazing Vest Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Boho/Bohemian chic","Lafayette 148 New York","2018-09-02 02:00:30","2018-11-05 22:17:12","","clothing",734,"",33
10350,"Goth Kilt","Goth Kilt is an amazing Kilt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Goth","Thomas Sabo","2018-03-03 06:27:56","2019-01-19 16:38:04","","clothing",1111,"",33
10351,"Evening Black Tie Earphones","Evening Black Tie Earphones is an amazing Earphones Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","Ella Moss","2018-08-19 11:18:49","2018-08-30 08:11:04","","clothing",1111,"",23
10352,"Flapper Watch","Flapper Watch is an amazing Watch Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","Unlisted by Kenneth Cole","2018-11-18 11:42:43","2019-02-09 21:02:46","","clothing",1440,"",28
10353,"Cosplay Lipstick","Cosplay Lipstick is an amazing Lipstick Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cosplay","Unravel","2018-04-06 19:24:38","2018-11-26 14:51:12","","clothing",1142,"",29
10354,"Grunge Sweater","Grunge Sweater is an amazing Sweater Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Grunge","Sorel","2018-07-07 22:42:10","2018-11-11 22:33:36","","clothing",1293,"",50
10355,"Skateboarders Glasses","Skateboarders Glasses is an amazing Glasses Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","Ultimo","2018-05-23 10:08:50","2018-07-21 06:10:30","","clothing",1180,"",29
10356,"Psychedelic Headphones","Psychedelic Headphones is an amazing Headphones Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Psychedelic","Wilt","2018-03-25 04:54:09","2018-06-17 12:10:51","","clothing",1130,"",47
10357,"Vacation Vest","Vacation Vest is an amazing Vest Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Vacation","Mizuno","2018-09-11 10:33:55","2018-11-22 12:50:45","","clothing",1385,"",25
10358,"Sports Wear Skirt","Sports Wear Skirt is an amazing Skirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Sports Wear","Ruby Rd.","2018-12-12 08:38:42","2019-01-16 06:16:22","","clothing",809,"",72
10359,"Cowgirl Fur coat","Cowgirl Fur coat is an amazing Fur coat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cowgirl","New Look","2018-03-29 17:27:20","2018-12-12 02:45:46","","clothing",1256,"",53
10360,"Psychedelic Necklace","Psychedelic Necklace is an amazing Necklace Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Psychedelic","Liquid Blue","2018-04-10 08:19:06","2018-12-25 13:14:23","","clothing",1116,"",37
10361,"Sports Wear Leggings","Sports Wear Leggings is an amazing Leggings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Sports Wear","Jeffrey Campbell","2018-01-17 10:27:30","2018-08-05 08:21:51","","clothing",1144,"",62
10362,"Girl next door Bra","Girl next door Bra is an amazing Bra Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Original Penguin","2018-02-22 18:53:44","2018-02-23 06:41:38","","clothing",1447,"",56
10363,"Punk Hat","Punk Hat is an amazing Hat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Punk","Dansko","2018-12-12 18:32:14","2019-01-03 22:41:08","","clothing",1217,"",62
10364,"Flamboyant Scarf","Flamboyant Scarf is an amazing Scarf Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flamboyant","Christian Louboutin","2018-10-30 16:23:38","2019-01-02 17:22:43","","clothing",1179,"",63
10365,"Military Jacket","Military Jacket is an amazing Jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Military","La Made","2018-05-16 11:55:12","2018-08-02 11:19:23","","clothing",925,"",66
10366,"Hip Hop Slippers","Hip Hop Slippers is an amazing Slippers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Hip Hop","Jessica Howard","2018-07-19 13:28:53","2018-10-28 04:53:49","","clothing",1499,"",27
10367,"Artsy Earphones","Artsy Earphones is an amazing Earphones Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Artsy","Peepers","2018-03-16 12:46:48","2018-06-11 04:15:19","","clothing",1372,"",29
10368,"Maternity Bracelet","Maternity Bracelet is an amazing Bracelet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Joseph","2018-01-29 18:29:59","2018-10-22 06:16:05","","clothing",885,"",35
10369,"Kawai Trousers","Kawai Trousers is an amazing Trousers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Kawai","Alo Yoga","2018-05-21 10:34:02","2018-08-03 23:51:53","","clothing",1339,"",72
10370,"Ankara Underwear","Ankara Underwear is an amazing Underwear Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Ankara","Iris & Lilly","2018-04-18 06:00:40","2018-11-20 08:32:59","","clothing",855,"",69
10371,"Boho/Bohemian chic Headphones","Boho/Bohemian chic Headphones is an amazing Headphones Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Boho/Bohemian chic","Zadig & Voltaire","2019-02-05 23:14:54","2019-02-27 23:59:19","","clothing",1405,"",35
